# trace: 第一关-0-60秒-内存录屏.json
# startTime: 2026-05-02T13:34:03.731Z
# tsMin: 48886771547 tsMax: 48971073769 range_us: 84302222
time_s,event,documents,jsListeners,nodes,heap_used_mb,gc_heap_before_mb,gc_heap_after_mb,dur_ms,url_or_note
41.095,ResourceSendRequest,,,,,,,,http://localhost:7456/assets/prefabs_sub/import/49/4986ff55-c078-4832-aa80-4475969d93e9.json
41.095,XHRLoad,,,,,,,0.897,http://localhost:7456/assets/prefabs_sub/import/a4/a4cfe06f-7501-444c-abe6-8a049b7c4859@6c48a.json
41.096,ResourceSendRequest,,,,,,,,http://localhost:7456/query-extname/a4cfe06f-7501-444c-abe6-8a049b7c4859
41.096,UpdateCounters,1,347,1206,36.21,,,,
41.097,XHRLoad,,,,,,,0.565,http://localhost:7456/query-extname/4d009914-0eec-4669-aed0-60a7a30e547d
41.097,ResourceSendRequest,,,,,,,,http://localhost:7456/assets/prefabs_sub/import/4d/4d009914-0eec-4669-aed0-60a7a30e547d.json
41.098,UpdateCounters,1,351,1206,36.22,,,,
41.102,ResourceSendRequest,,,,,,,,http://localhost:7456/assets/prefabs_sub/import/8b/8b70a9b0-6f2b-41f4-b00b-84049d5459d0@6c48a.json
41.102,ResourceSendRequest,,,,,,,,http://localhost:7456/assets/prefabs_sub/import/95/953bbbe5-70b1-43be-b818-53a60a203002@6c48a.json
41.102,UpdateCounters,1,359,1206,36.51,,,,
41.103,XHRLoad,,,,,,,1.601,http://localhost:7456/assets/prefabs_sub/import/e2/e2bd0454-9a0b-4ba7-afb7-97ea8bab1694@6c48a.json
41.104,ResourceSendRequest,,,,,,,,http://localhost:7456/query-extname/e2bd0454-9a0b-4ba7-afb7-97ea8bab1694
41.105,UpdateCounters,1,360,1206,36.52,,,,
41.105,XHRLoad,,,,,,,1.028,http://localhost:7456/assets/prefabs_sub/import/f7/f7838a27-1d71-48a1-8479-d7ef88687312@6c48a.json
41.106,ResourceSendRequest,,,,,,,,http://localhost:7456/query-extname/f7838a27-1d71-48a1-8479-d7ef88687312
41.106,UpdateCounters,1,361,1206,36.53,,,,
41.107,XHRLoad,,,,,,,1.367,http://localhost:7456/assets/prefabs_sub/import/0e/0e0d7e29-d4b1-49c8-ad40-af454fc45f75@6c48a.json
41.108,ResourceSendRequest,,,,,,,,http://localhost:7456/query-extname/0e0d7e29-d4b1-49c8-ad40-af454fc45f75
41.108,UpdateCounters,1,362,1206,36.54,,,,
41.109,XHRLoad,,,,,,,0.926,http://localhost:7456/assets/prefabs_sub/import/5d/5da160a3-8bc3-4df1-9d1d-7c4c01ee7ce5@6c48a.json
41.109,ResourceSendRequest,,,,,,,,http://localhost:7456/query-extname/5da160a3-8bc3-4df1-9d1d-7c4c01ee7ce5
41.110,UpdateCounters,1,363,1206,36.55,,,,
41.110,XHRLoad,,,,,,,1.377,http://localhost:7456/assets/prefabs_sub/import/1f/1f9f14e2-26a3-44ec-9fdd-22db6ac9bc64@6c48a.json
41.111,ResourceSendRequest,,,,,,,,http://localhost:7456/query-extname/1f9f14e2-26a3-44ec-9fdd-22db6ac9bc64
41.112,UpdateCounters,1,364,1206,36.56,,,,
41.113,XHRLoad,,,,,,,0.972,http://localhost:7456/assets/prefabs_sub/import/20/202ee2fb-d6a2-4f01-bc15-9e40bc85a0db@6c48a.json
41.113,ResourceSendRequest,,,,,,,,http://localhost:7456/query-extname/202ee2fb-d6a2-4f01-bc15-9e40bc85a0db
41.113,UpdateCounters,1,365,1206,36.57,,,,
41.114,XHRLoad,,,,,,,1.314,http://localhost:7456/assets/prefabs_sub/import/e2/e20ac175-a5d0-4c18-b9b7-48095a727a36@6c48a.json
41.114,ResourceSendRequest,,,,,,,,http://localhost:7456/query-extname/e20ac175-a5d0-4c18-b9b7-48095a727a36
41.115,UpdateCounters,1,366,1206,36.58,,,,
41.116,XHRLoad,,,,,,,1.223,http://localhost:7456/assets/prefabs_sub/import/cd/cd626b47-5f8d-4d1d-97d5-da708df3a3e4@6c48a.json
41.117,ResourceSendRequest,,,,,,,,http://localhost:7456/query-extname/cd626b47-5f8d-4d1d-97d5-da708df3a3e4
41.117,UpdateCounters,1,367,1206,36.59,,,,
41.117,XHRLoad,,,,,,,0.552,http://localhost:7456/query-extname/67ca60dd-28b5-47be-bfb7-53b0c6fb2b96
41.118,ResourceSendRequest,,,,,,,,http://localhost:7456/assets/prefabs_sub/import/67/67ca60dd-28b5-47be-bfb7-53b0c6fb2b96.json
41.118,XHRLoad,,,,,,,0.565,http://localhost:7456/query-extname/f1cd3708-32d8-4aeb-b37c-b1b377d1e4ed
41.118,UpdateCounters,1,371,1206,36.59,,,,
41.119,ResourceSendRequest,,,,,,,,http://localhost:7456/assets/prefabs_sub/import/f1/f1cd3708-32d8-4aeb-b37c-b1b377d1e4ed.json
41.119,XHRLoad,,,,,,,1.181,http://localhost:7456/assets/prefabs_sub/import/f7/f7de7cb7-2514-492e-934c-66081060ec95@6c48a.json
41.120,ResourceSendRequest,,,,,,,,http://localhost:7456/query-extname/f7de7cb7-2514-492e-934c-66081060ec95
41.121,UpdateCounters,1,376,1206,36.60,,,,
41.121,XHRLoad,,,,,,,1.169,http://localhost:7456/assets/prefabs_sub/import/08/08d460a4-4a90-4ce4-a002-907d26bb97f4@6c48a.json
41.122,ResourceSendRequest,,,,,,,,http://localhost:7456/query-extname/08d460a4-4a90-4ce4-a002-907d26bb97f4
41.122,UpdateCounters,1,377,1206,36.61,,,,
41.123,XHRLoad,,,,,,,1.101,http://localhost:7456/query-extname/1579671c-5dd8-4bbe-a3b9-41a0a8027df8
41.123,ResourceSendRequest,,,,,,,,http://localhost:7456/assets/prefabs_sub/import/15/1579671c-5dd8-4bbe-a3b9-41a0a8027df8.json
41.124,XHRLoad,,,,,,,0.592,http://localhost:7456/query-extname/41a689b6-7672-4cdb-bc2a-d12321b8c0ee
41.124,UpdateCounters,1,381,1206,36.62,,,,
41.125,ResourceSendRequest,,,,,,,,http://localhost:7456/assets/prefabs_sub/import/41/41a689b6-7672-4cdb-bc2a-d12321b8c0ee.json
41.125,XHRLoad,,,,,,,0.698,http://localhost:7456/assets/prefabs_sub/import/17/176abe79-711f-4ca6-9ae4-1bad713d6efd.json
41.126,UpdateCounters,1,385,1206,36.63,,,,
41.126,ResourceSendRequest,,,,,,,,http://localhost:7456/assets/prefabs_sub/native/17/176abe79-711f-4ca6-9ae4-1bad713d6efd.png
41.127,XHRLoad,,,,,,,1.258,http://localhost:7456/query-extname/df3fa48b-41b1-4c3c-a4e3-2a0e0364d2b0
41.127,UpdateCounters,1,387,1207,36.63,,,,
41.127,ResourceSendRequest,,,,,,,,http://localhost:7456/assets/prefabs_sub/import/df/df3fa48b-41b1-4c3c-a4e3-2a0e0364d2b0.json
41.129,XHRLoad,,,,,,,0.907,http://localhost:7456/query-extname/97314532-79c8-4f5e-bfba-ef207efc3e8a
41.129,UpdateCounters,1,391,1207,36.63,,,,
41.129,ResourceSendRequest,,,,,,,,http://localhost:7456/assets/prefabs_sub/import/97/97314532-79c8-4f5e-bfba-ef207efc3e8a.json
41.130,XHRLoad,,,,,,,0.633,http://localhost:7456/assets/prefabs_sub/import/49/4986ff55-c078-4832-aa80-4475969d93e9.json
41.130,UpdateCounters,1,395,1207,36.64,,,,
41.131,ResourceSendRequest,,,,,,,,http://localhost:7456/assets/prefabs_sub/native/49/4986ff55-c078-4832-aa80-4475969d93e9.png
41.137,UpdateCounters,1,397,1208,37.01,,,,
41.138,ResourceSendRequest,,,,,,,,http://localhost:7456/assets/prefabs_sub/import/1c/1c042c06-31fd-4db7-9432-c83898579444@6c48a.json
41.138,ResourceSendRequest,,,,,,,,http://localhost:7456/assets/prefabs_sub/import/77/776e3a37-1bed-46b8-9a13-9b7af9a5bf46@6c48a.json
41.138,ResourceSendRequest,,,,,,,,http://localhost:7456/assets/prefabs_sub/import/6e/6e7031d6-cb6e-4113-b2ae-dd1c46153f7e@6c48a.json
41.138,ResourceSendRequest,,,,,,,,http://localhost:7456/assets/prefabs_sub/import/b7/b7a67dea-255a-4cea-a1d6-e9e3e353fe89@6c48a.json
41.139,UpdateCounters,1,413,1208,37.01,,,,
41.141,XHRLoad,,,,,,,0.597,http://localhost:7456/assets/prefabs_sub/import/4d/4d009914-0eec-4669-aed0-60a7a30e547d.json
41.141,ResourceSendRequest,,,,,,,,http://localhost:7456/assets/prefabs_sub/native/4d/4d009914-0eec-4669-aed0-60a7a30e547d.png
41.142,XHRLoad,,,,,,,0.107,http://localhost:7456/query-extname/a4cfe06f-7501-444c-abe6-8a049b7c4859
41.142,UpdateCounters,1,415,1209,37.02,,,,
41.142,XHRLoad,,,,,,,1.161,http://localhost:7456/assets/prefabs_sub/import/8b/8b70a9b0-6f2b-41f4-b00b-84049d5459d0@6c48a.json
41.143,ResourceSendRequest,,,,,,,,http://localhost:7456/query-extname/8b70a9b0-6f2b-41f4-b00b-84049d5459d0
41.143,UpdateCounters,1,416,1209,37.03,,,,
41.144,XHRLoad,,,,,,,1.14,http://localhost:7456/assets/prefabs_sub/import/95/953bbbe5-70b1-43be-b818-53a60a203002@6c48a.json
41.145,ResourceSendRequest,,,,,,,,http://localhost:7456/query-extname/953bbbe5-70b1-43be-b818-53a60a203002
41.145,UpdateCounters,1,417,1209,37.04,,,,
41.146,XHRLoad,,,,,,,0.674,http://localhost:7456/query-extname/e2bd0454-9a0b-4ba7-afb7-97ea8bab1694
41.146,ResourceSendRequest,,,,,,,,http://localhost:7456/assets/prefabs_sub/import/e2/e2bd0454-9a0b-4ba7-afb7-97ea8bab1694.json
41.147,XHRLoad,,,,,,,0.58,http://localhost:7456/query-extname/f7838a27-1d71-48a1-8479-d7ef88687312
41.147,UpdateCounters,1,421,1209,37.04,,,,
41.147,ResourceSendRequest,,,,,,,,http://localhost:7456/assets/prefabs_sub/import/f7/f7838a27-1d71-48a1-8479-d7ef88687312.json
41.148,XHRLoad,,,,,,,0.119,http://localhost:7456/query-extname/0e0d7e29-d4b1-49c8-ad40-af454fc45f75
41.148,UpdateCounters,1,425,1209,37.04,,,,
41.148,XHRLoad,,,,,,,0.226,http://localhost:7456/query-extname/5da160a3-8bc3-4df1-9d1d-7c4c01ee7ce5
41.149,XHRLoad,,,,,,,0.168,http://localhost:7456/query-extname/1f9f14e2-26a3-44ec-9fdd-22db6ac9bc64
41.150,XHRLoad,,,,,,,0.123,http://localhost:7456/query-extname/202ee2fb-d6a2-4f01-bc15-9e40bc85a0db
41.150,XHRLoad,,,,,,,0.08,http://localhost:7456/query-extname/e20ac175-a5d0-4c18-b9b7-48095a727a36
41.151,XHRLoad,,,,,,,0.624,http://localhost:7456/assets/prefabs_sub/import/67/67ca60dd-28b5-47be-bfb7-53b0c6fb2b96.json
41.151,ResourceSendRequest,,,,,,,,http://localhost:7456/assets/prefabs_sub/native/67/67ca60dd-28b5-47be-bfb7-53b0c6fb2b96.png
41.152,XHRLoad,,,,,,,0.144,http://localhost:7456/query-extname/cd626b47-5f8d-4d1d-97d5-da708df3a3e4
41.152,UpdateCounters,1,427,1210,37.05,,,,
41.152,XHRLoad,,,,,,,0.436,http://localhost:7456/assets/prefabs_sub/import/f1/f1cd3708-32d8-4aeb-b37c-b1b377d1e4ed.json
41.153,ResourceSendRequest,,,,,,,,http://localhost:7456/assets/prefabs_sub/native/f1/f1cd3708-32d8-4aeb-b37c-b1b377d1e4ed.png
41.154,XHRLoad,,,,,,,0.149,http://localhost:7456/query-extname/f7de7cb7-2514-492e-934c-66081060ec95
41.154,UpdateCounters,1,429,1211,37.06,,,,
41.154,XHRLoad,,,,,,,0.111,http://localhost:7456/query-extname/08d460a4-4a90-4ce4-a002-907d26bb97f4
41.154,XHRLoad,,,,,,,0.451,http://localhost:7456/assets/prefabs_sub/import/15/1579671c-5dd8-4bbe-a3b9-41a0a8027df8.json
41.155,ResourceSendRequest,,,,,,,,http://localhost:7456/assets/prefabs_sub/native/15/1579671c-5dd8-4bbe-a3b9-41a0a8027df8.png
41.155,XHRLoad,,,,,,,0.426,http://localhost:7456/assets/prefabs_sub/import/41/41a689b6-7672-4cdb-bc2a-d12321b8c0ee.json
41.155,UpdateCounters,1,431,1212,37.07,,,,
41.156,ResourceSendRequest,,,,,,,,http://localhost:7456/assets/prefabs_sub/native/41/41a689b6-7672-4cdb-bc2a-d12321b8c0ee.png
41.156,XHRLoad,,,,,,,1.044,http://localhost:7456/assets/prefabs_sub/import/df/df3fa48b-41b1-4c3c-a4e3-2a0e0364d2b0.json
41.157,UpdateCounters,1,433,1213,37.08,,,,
41.157,ResourceSendRequest,,,,,,,,http://localhost:7456/assets/prefabs_sub/native/df/df3fa48b-41b1-4c3c-a4e3-2a0e0364d2b0.png
41.158,XHRLoad,,,,,,,0.336,http://localhost:7456/assets/prefabs_sub/import/97/97314532-79c8-4f5e-bfba-ef207efc3e8a.json
41.158,UpdateCounters,1,435,1214,37.08,,,,
41.163,UpdateCounters,1,437,1215,37.40,,,,
41.163,ResourceSendRequest,,,,,,,,http://localhost:7456/assets/prefabs_sub/native/97/97314532-79c8-4f5e-bfba-ef207efc3e8a.png
41.167,UpdateCounters,1,439,1215,37.41,,,,
41.168,UpdateCounters,1,441,1215,37.41,,,,
41.169,XHRLoad,,,,,,,1.238,http://localhost:7456/assets/prefabs_sub/import/1c/1c042c06-31fd-4db7-9432-c83898579444@6c48a.json
41.169,ResourceSendRequest,,,,,,,,http://localhost:7456/query-extname/1c042c06-31fd-4db7-9432-c83898579444
41.170,UpdateCounters,1,442,1215,37.42,,,,
41.171,XHRLoad,,,,,,,1.271,http://localhost:7456/assets/prefabs_sub/import/77/776e3a37-1bed-46b8-9a13-9b7af9a5bf46@6c48a.json
41.171,ResourceSendRequest,,,,,,,,http://localhost:7456/query-extname/776e3a37-1bed-46b8-9a13-9b7af9a5bf46
41.172,UpdateCounters,1,443,1215,37.43,,,,
41.172,XHRLoad,,,,,,,1.822,http://localhost:7456/assets/prefabs_sub/import/6e/6e7031d6-cb6e-4113-b2ae-dd1c46153f7e@6c48a.json
41.173,ResourceSendRequest,,,,,,,,http://localhost:7456/query-extname/6e7031d6-cb6e-4113-b2ae-dd1c46153f7e
41.174,UpdateCounters,1,444,1215,37.44,,,,
41.175,XHRLoad,,,,,,,1.165,http://localhost:7456/assets/prefabs_sub/import/b7/b7a67dea-255a-4cea-a1d6-e9e3e353fe89@6c48a.json
41.176,ResourceSendRequest,,,,,,,,http://localhost:7456/query-extname/b7a67dea-255a-4cea-a1d6-e9e3e353fe89
41.176,UpdateCounters,1,445,1215,37.45,,,,
41.177,UpdateCounters,1,447,1215,37.45,,,,
41.177,XHRLoad,,,,,,,0.766,http://localhost:7456/query-extname/8b70a9b0-6f2b-41f4-b00b-84049d5459d0
41.178,ResourceSendRequest,,,,,,,,http://localhost:7456/assets/prefabs_sub/import/8b/8b70a9b0-6f2b-41f4-b00b-84049d5459d0.json
41.179,XHRLoad,,,,,,,0.581,http://localhost:7456/assets/prefabs_sub/import/e2/e2bd0454-9a0b-4ba7-afb7-97ea8bab1694.json
41.179,UpdateCounters,1,451,1215,37.46,,,,
41.179,ResourceSendRequest,,,,,,,,http://localhost:7456/assets/prefabs_sub/native/e2/e2bd0454-9a0b-4ba7-afb7-97ea8bab1694.png
41.180,XHRLoad,,,,,,,0.608,http://localhost:7456/assets/prefabs_sub/import/f7/f7838a27-1d71-48a1-8479-d7ef88687312.json
41.180,UpdateCounters,1,453,1216,37.46,,,,
41.180,ResourceSendRequest,,,,,,,,http://localhost:7456/assets/prefabs_sub/native/f7/f7838a27-1d71-48a1-8479-d7ef88687312.png
41.181,XHRLoad,,,,,,,0.848,http://localhost:7456/query-extname/953bbbe5-70b1-43be-b818-53a60a203002
41.181,UpdateCounters,1,455,1217,37.47,,,,
41.181,ResourceSendRequest,,,,,,,,http://localhost:7456/assets/prefabs_sub/import/95/953bbbe5-70b1-43be-b818-53a60a203002.json
41.183,UpdateCounters,1,461,1217,37.47,,,,
41.189,ResourceSendRequest,,,,,,,,http://localhost:7456/assets/prefabs_sub/import/08/08d460a4-4a90-4ce4-a002-907d26bb97f4.json
41.190,ResourceSendRequest,,,,,,,,http://localhost:7456/assets/prefabs_sub/import/f7/f7de7cb7-2514-492e-934c-66081060ec95.json
41.190,ResourceSendRequest,,,,,,,,http://localhost:7456/assets/prefabs_sub/import/cd/cd626b47-5f8d-4d1d-97d5-da708df3a3e4.json
41.191,ResourceSendRequest,,,,,,,,http://localhost:7456/assets/prefabs_sub/import/e2/e20ac175-a5d0-4c18-b9b7-48095a727a36.json
41.191,ResourceSendRequest,,,,,,,,http://localhost:7456/assets/prefabs_sub/import/20/202ee2fb-d6a2-4f01-bc15-9e40bc85a0db.json
41.191,ResourceSendRequest,,,,,,,,http://localhost:7456/assets/prefabs_sub/import/1f/1f9f14e2-26a3-44ec-9fdd-22db6ac9bc64.json
41.191,UpdateCounters,1,485,1217,37.82,,,,
41.194,UpdateCounters,1,487,1217,37.83,,,,
41.194,UpdateCounters,1,489,1217,37.83,,,,
41.194,UpdateCounters,1,491,1217,37.84,,,,
41.195,UpdateCounters,1,493,1217,37.84,,,,
41.195,UpdateCounters,1,495,1217,37.84,,,,
41.195,XHRLoad,,,,,,,0.64,http://localhost:7456/query-extname/1c042c06-31fd-4db7-9432-c83898579444
41.196,ResourceSendRequest,,,,,,,,http://localhost:7456/assets/prefabs_sub/import/1c/1c042c06-31fd-4db7-9432-c83898579444.json
41.196,XHRLoad,,,,,,,0.6,http://localhost:7456/query-extname/776e3a37-1bed-46b8-9a13-9b7af9a5bf46
41.196,UpdateCounters,1,499,1217,37.85,,,,
41.197,ResourceSendRequest,,,,,,,,http://localhost:7456/assets/prefabs_sub/import/77/776e3a37-1bed-46b8-9a13-9b7af9a5bf46.json
41.197,XHRLoad,,,,,,,0.603,http://localhost:7456/query-extname/6e7031d6-cb6e-4113-b2ae-dd1c46153f7e
41.197,UpdateCounters,1,503,1217,37.85,,,,
41.198,ResourceSendRequest,,,,,,,,http://localhost:7456/assets/prefabs_sub/import/6e/6e7031d6-cb6e-4113-b2ae-dd1c46153f7e.json
41.199,XHRLoad,,,,,,,1.461,http://localhost:7456/query-extname/b7a67dea-255a-4cea-a1d6-e9e3e353fe89
41.199,UpdateCounters,1,507,1217,37.85,,,,
41.199,ResourceSendRequest,,,,,,,,http://localhost:7456/assets/prefabs_sub/import/b7/b7a67dea-255a-4cea-a1d6-e9e3e353fe89.json
41.201,XHRLoad,,,,,,,0.806,http://localhost:7456/assets/prefabs_sub/import/8b/8b70a9b0-6f2b-41f4-b00b-84049d5459d0.json
41.201,UpdateCounters,1,511,1217,37.86,,,,
41.202,ResourceSendRequest,,,,,,,,http://localhost:7456/assets/prefabs_sub/native/8b/8b70a9b0-6f2b-41f4-b00b-84049d5459d0.png
41.203,XHRLoad,,,,,,,0.704,http://localhost:7456/assets/prefabs_sub/import/95/953bbbe5-70b1-43be-b818-53a60a203002.json
41.203,UpdateCounters,1,513,1218,37.86,,,,
41.203,ResourceSendRequest,,,,,,,,http://localhost:7456/assets/prefabs_sub/native/95/953bbbe5-70b1-43be-b818-53a60a203002.png
41.204,UpdateCounters,1,515,1219,37.87,,,,
41.211,ResourceSendRequest,,,,,,,,http://localhost:7456/assets/prefabs_sub/import/5d/5da160a3-8bc3-4df1-9d1d-7c4c01ee7ce5.json
41.211,UpdateCounters,1,519,1219,38.35,,,,
41.212,UpdateCounters,1,521,1219,38.35,,,,
41.213,UpdateCounters,1,523,1219,38.36,,,,
41.213,XHRLoad,,,,,,,0.642,http://localhost:7456/assets/prefabs_sub/import/08/08d460a4-4a90-4ce4-a002-907d26bb97f4.json
41.214,ResourceSendRequest,,,,,,,,http://localhost:7456/assets/prefabs_sub/native/08/08d460a4-4a90-4ce4-a002-907d26bb97f4.png
41.214,XHRLoad,,,,,,,1.252,http://localhost:7456/assets/prefabs_sub/import/f7/f7de7cb7-2514-492e-934c-66081060ec95.json
41.215,UpdateCounters,1,525,1220,38.37,,,,
41.216,ResourceSendRequest,,,,,,,,http://localhost:7456/assets/prefabs_sub/native/f7/f7de7cb7-2514-492e-934c-66081060ec95.png
41.217,XHRLoad,,,,,,,0.607,http://localhost:7456/assets/prefabs_sub/import/cd/cd626b47-5f8d-4d1d-97d5-da708df3a3e4.json
41.217,UpdateCounters,1,527,1221,38.37,,,,
41.218,ResourceSendRequest,,,,,,,,http://localhost:7456/assets/prefabs_sub/native/cd/cd626b47-5f8d-4d1d-97d5-da708df3a3e4.png
41.218,XHRLoad,,,,,,,0.555,http://localhost:7456/assets/prefabs_sub/import/20/202ee2fb-d6a2-4f01-bc15-9e40bc85a0db.json
41.218,UpdateCounters,1,529,1222,38.38,,,,
41.218,ResourceSendRequest,,,,,,,,http://localhost:7456/assets/prefabs_sub/native/20/202ee2fb-d6a2-4f01-bc15-9e40bc85a0db.png
41.219,XHRLoad,,,,,,,0.541,http://localhost:7456/assets/prefabs_sub/import/1f/1f9f14e2-26a3-44ec-9fdd-22db6ac9bc64.json
41.219,UpdateCounters,1,531,1223,38.38,,,,
41.219,ResourceSendRequest,,,,,,,,http://localhost:7456/assets/prefabs_sub/native/1f/1f9f14e2-26a3-44ec-9fdd-22db6ac9bc64.png
41.220,XHRLoad,,,,,,,0.558,http://localhost:7456/assets/prefabs_sub/import/e2/e20ac175-a5d0-4c18-b9b7-48095a727a36.json
41.220,UpdateCounters,1,533,1224,38.39,,,,
41.221,ResourceSendRequest,,,,,,,,http://localhost:7456/assets/prefabs_sub/native/e2/e20ac175-a5d0-4c18-b9b7-48095a727a36.png
41.221,XHRLoad,,,,,,,0.587,http://localhost:7456/assets/prefabs_sub/import/1c/1c042c06-31fd-4db7-9432-c83898579444.json
41.222,UpdateCounters,1,535,1225,38.40,,,,
41.222,ResourceSendRequest,,,,,,,,http://localhost:7456/assets/prefabs_sub/native/1c/1c042c06-31fd-4db7-9432-c83898579444.png
41.223,XHRLoad,,,,,,,0.803,http://localhost:7456/assets/prefabs_sub/import/77/776e3a37-1bed-46b8-9a13-9b7af9a5bf46.json
41.223,UpdateCounters,1,537,1226,38.40,,,,
41.223,ResourceSendRequest,,,,,,,,http://localhost:7456/assets/prefabs_sub/native/77/776e3a37-1bed-46b8-9a13-9b7af9a5bf46.png
41.224,XHRLoad,,,,,,,0.707,http://localhost:7456/assets/prefabs_sub/import/6e/6e7031d6-cb6e-4113-b2ae-dd1c46153f7e.json
41.224,UpdateCounters,1,539,1227,38.41,,,,
41.225,ResourceSendRequest,,,,,,,,http://localhost:7456/assets/prefabs_sub/native/6e/6e7031d6-cb6e-4113-b2ae-dd1c46153f7e.png
41.226,UpdateCounters,1,541,1228,38.41,,,,
41.232,ResourceSendRequest,,,,,,,,http://localhost:7456/assets/prefabs_sub/import/0e/0e0d7e29-d4b1-49c8-ad40-af454fc45f75.json
41.233,ResourceSendRequest,,,,,,,,http://localhost:7456/assets/prefabs_sub/import/a4/a4cfe06f-7501-444c-abe6-8a049b7c4859.json
41.233,UpdateCounters,1,549,1228,38.83,,,,
41.238,XHRLoad,,,,,,,0.619,http://localhost:7456/assets/prefabs_sub/import/b7/b7a67dea-255a-4cea-a1d6-e9e3e353fe89.json
41.238,ResourceSendRequest,,,,,,,,http://localhost:7456/assets/prefabs_sub/native/b7/b7a67dea-255a-4cea-a1d6-e9e3e353fe89.png
41.240,UpdateCounters,1,553,1229,38.84,,,,
41.241,UpdateCounters,1,555,1229,38.85,,,,
41.241,XHRLoad,,,,,,,0.811,http://localhost:7456/assets/prefabs_sub/import/5d/5da160a3-8bc3-4df1-9d1d-7c4c01ee7ce5.json
41.242,ResourceSendRequest,,,,,,,,http://localhost:7456/assets/prefabs_sub/native/5d/5da160a3-8bc3-4df1-9d1d-7c4c01ee7ce5.png
41.243,UpdateCounters,1,559,1230,38.85,,,,
41.250,ResourceSendRequest,,,,,,,,http://localhost:7456/assets/prefabs_sub/import/12/12dafe4d-0706-4bc7-a42f-f21d192b4df1@6c48a.json
41.250,ResourceSendRequest,,,,,,,,http://localhost:7456/assets/prefabs_sub/import/eb/eb0f061f-3708-4fea-98ac-4f973efdf6d2@6c48a.json
41.250,ResourceSendRequest,,,,,,,,http://localhost:7456/assets/prefabs_sub/import/64/64636b97-25c8-44d8-9207-6e4924693977@6c48a.json
41.250,UpdateCounters,1,571,1230,39.38,,,,
41.253,UpdateCounters,1,573,1230,39.39,,,,
41.253,UpdateCounters,1,575,1230,39.39,,,,
41.254,UpdateCounters,1,577,1230,39.40,,,,
41.254,UpdateCounters,1,579,1230,39.40,,,,
41.254,UpdateCounters,1,581,1230,39.41,,,,
41.254,UpdateCounters,1,583,1230,39.41,,,,
41.255,UpdateCounters,1,585,1230,39.41,,,,
41.255,UpdateCounters,1,587,1230,39.42,,,,
41.255,XHRLoad,,,,,,,0.441,http://localhost:7456/assets/prefabs_sub/import/0e/0e0d7e29-d4b1-49c8-ad40-af454fc45f75.json
41.255,ResourceSendRequest,,,,,,,,http://localhost:7456/assets/prefabs_sub/native/0e/0e0d7e29-d4b1-49c8-ad40-af454fc45f75.png
41.256,XHRLoad,,,,,,,0.701,http://localhost:7456/assets/prefabs_sub/import/a4/a4cfe06f-7501-444c-abe6-8a049b7c4859.json
41.256,UpdateCounters,1,589,1231,39.43,,,,
41.256,ResourceSendRequest,,,,,,,,http://localhost:7456/assets/prefabs_sub/native/a4/a4cfe06f-7501-444c-abe6-8a049b7c4859.png
41.258,UpdateCounters,1,591,1232,39.43,,,,
41.262,ResourceSendRequest,,,,,,,,http://localhost:7456/assets/prefabs_sub/import/76/762e2cb3-f7fb-4640-804f-3a8c2f4941d0@6c48a.json
41.262,ResourceSendRequest,,,,,,,,http://localhost:7456/assets/prefabs_sub/import/29/290dbe13-3363-4eab-9a05-8c0eda8b10d9@f9941.json
41.262,ResourceSendRequest,,,,,,,,http://localhost:7456/assets/prefabs_sub/import/94/945e379d-7ec4-44a5-86c4-fad785d2ba45@f9941.json
41.263,ResourceSendRequest,,,,,,,,http://localhost:7456/assets/prefabs_sub/import/7a/7a87daeb-b53b-4c78-90b1-55baacbf0b6f@f9941.json
41.263,ResourceSendRequest,,,,,,,,http://localhost:7456/assets/prefabs_sub/import/76/766b781e-015b-43b8-8f24-7cc1c81309df@f9941.json
41.263,ResourceSendRequest,,,,,,,,http://localhost:7456/assets/prefabs_sub/import/e0/e06d64e7-8202-4855-9c75-e868fbf3e149@f9941.json
41.263,ResourceSendRequest,,,,,,,,http://localhost:7456/assets/prefabs_sub/import/90/901d3acf-13ac-4a7a-86d5-24b6dca10afb@f9941.json
41.263,ResourceSendRequest,,,,,,,,http://localhost:7456/assets/prefabs_sub/import/d1/d18efee5-40e4-4f22-b6a2-55fa060174bb@f9941.json
41.263,UpdateCounters,1,623,1232,39.93,,,,
41.267,UpdateCounters,1,625,1232,39.94,,,,
41.267,UpdateCounters,1,627,1232,39.94,,,,
41.268,XHRLoad,,,,,,,1.071,http://localhost:7456/assets/prefabs_sub/import/12/12dafe4d-0706-4bc7-a42f-f21d192b4df1@6c48a.json
41.269,ResourceSendRequest,,,,,,,,http://localhost:7456/query-extname/12dafe4d-0706-4bc7-a42f-f21d192b4df1
41.269,UpdateCounters,1,628,1232,39.95,,,,
41.270,XHRLoad,,,,,,,0.91,http://localhost:7456/assets/prefabs_sub/import/64/64636b97-25c8-44d8-9207-6e4924693977@6c48a.json
41.270,ResourceSendRequest,,,,,,,,http://localhost:7456/query-extname/64636b97-25c8-44d8-9207-6e4924693977
41.270,UpdateCounters,1,629,1232,39.96,,,,
41.271,XHRLoad,,,,,,,1.044,http://localhost:7456/assets/prefabs_sub/import/eb/eb0f061f-3708-4fea-98ac-4f973efdf6d2@6c48a.json
